Id,Symbol,Name
kishu-inu,kishu,Kishu Inu
kishutama,kishutama,Kishutama
kissan,ksn,Kissan
kissmymoon,kissmymoon,KissMyMoon
kitcoin,ktc,Kitcoin
kite-sync,kite,Kite Sync
kitsumon,$kmc,Kitsumon
kitten-coin,kittens,Kitten Coin
kittenfinance,kif,KittenFinance
kittens-puppies,kap,Kittens & Puppies
kitty,kit,Kitty
kittycake,kcake,KittyCake
kittycoin,kitty,Kitty Coin
kitty-coin-solana,kitty,Kitty Coin Solana
kitty-finance,kitty,Kitty Finance
kitty-inu,kitty,Kitty Inu
kitty-solana,kitty,Kitty Solana
kiwigo,kgo,Kiwigo
kiwi-token,kiwi,KIWI Token
klap-finance,klap,Klap Finance
klaycity-lay007,lay,KlayCity Lay007
klaycity-orb,orb,KlayCity ORB
klaymeta,meta,Klaymeta
klayswap-protocol,ksp,KlaySwap Protocol
klay-token,klay,Klaytn
klayuniverse,kut,KlayUniverse
klear-finance,klear,Klear Finance
kleekai,klee,KleeKai
klend,klt,KLend
kleros,pnk,Kleros
klever,klv,Klever
klever-finance,kfi,Klever Finance
klima-dao,klima,Klima DAO
klimatas,kts,Klimatas
kling,kling,Kling
klist-protocol,list,KList Protocol
kmushicoin,ktv,Kmushicoin
knekted,knt,Knekted
knights-of-fantom,knights,Knights of Fantom
knights-peasants,knight,Knights & Peasants
knightswap,knight,KnightSwap
knight-war-spirits,kws,Knight War Spirits
knit-finance,kft,Knit Finance
know-your-developer,kydc,Know Your Developer
knoxfs,kfx,KnoxFS
koakombat,koacombat,KoaKombat
koala-token,mkoala,Koala
kobocoin,kobo,Kobocoin
kocaelispor-fan-token,kstt,Kocaelispor Fan Token
koda-finance,koda,Koda Cryptocurrency
kodi,kodi,KODI
koel-coin,koel,Koel Coin
kogecoin,kogecoin,KogeCoin
koi-network,koi,Koi Network
koinon,koin,Koinon
koinos,koin,Koinos
koisan,kic,Koisan
koji,koji,Koji
kok,kok,KOK
koka-inu,inu,KOKA INU
kokoa-finance,kokoa,Kokoa Finance
kokoa-stable-dollar,ksd,Kokoa Stable Dollar
kokoswap,koko,KokoSwap
kolibri-dao,kdao,Kolibri DAO
kolibri-usd,kusd,Kolibri USD
kollect,kol,Kollect
kollector,kltr,Kollector
kolnet,kolnet,KOLNET
kolo-market,kolo,Kolo.Market
kols-offering-token,kot,Kols Offering
kombai-inu,kombai,Kombai Inu
komet,komet,Komet
kommunitas,kom,Kommunitas
komodo,kmd,Komodo
kompete,kompete,Kompete
kondux,kndx,Kondux
kongtama,kongtama,Kongtama
konjungate,konj,KONJUNGATE
konnect,kct,Konnect
konomi-network,kono,Konomi Network
konpay,kon,KonPay
konstrukt,kst,Konstrukt
koraplay,kplay,Koraplay
koreadoge,kdoge,Koreadoge
kori-inu,kori,Kori Inu
koromaru,koromaru,KOROMARU
korss-chain-launchpad,kclp,Kross Chain Launchpad
koto,koto,Koto
kounotori,kto,Kounotori
koyo,kyo,Kōyō
kpop-coin,kpop,KPOP Coin
kragger-inu,kinu,Kragger Inu
kranz-token,krz,Kranz
krause,$krause,KRAUSE
kred,kred,KRED
krida-fans,krida,Krida Fans
krigger,krigger,Krigger
krill,krill,Krill
krios,gig,Krios
kripto,kripto,Kripto
kripto-galaxy-battle,kaba,Kripto Galaxy Battle
kromatika,krom,Kromatika
krome-shares,krome,KROME Shares
krome-stablecoin,usdk,KROME stablecoin
kronn,krex,Kronn
kronobit,knb,Kronobit
kronosdao,kronos,KronosDao
krook-coin,krook,Krook Coin
k-root-wallet,kroot,K-Root Wallet
krown,krw,KROWN
kryll,krl,KRYLL
kryptobellion,krypto,Kryptobellion
krypto-kitty,kty,Krypto Kitty
kryptomon,kmon,Kryptomon
krypton-dao,krd,Krypton DAO
krypton-token,kgc,Krypton Galaxy Coin
kryptopets,kpets,KryptoPets
kryxivia-game,kxa,Kryxivia Game
kryza-network,krn,KRYZA Network
ksm-starter,kst,Karus Starter
kstarcoin,ksc,KStarCoin
k-tune,ktt,K-Tune
kuaitoken,kt,Kuai
kubecoin,kube,KubeCoin
kubic,kubic,Kubic
kucoin-shares,kcs,KuCoin
kudoge,kudo,KuDoge
kuende,kue,Kuende
kuky-star,kuky,Kuky Star
kulupu,klp,Kulupu
kuma-inu,kuma,Kuma Inu
kunaiinu,kunai,KunaiInu
kunci-coin,kunci,Kunci Coin
kunoichix,kuno,KunoichiX
kurai-inu,kurai,Kurai Inu
kuramainu,kunu,KuramaInu
kurobi,kuro,Kurobi
kuro-shiba,kuro,Kuro Shiba
kurrent,kurt,Kurrent
kusama,ksm,Kusama
kusd-t,kusd-t,KUSD-T
kush-finance,kseed,Kush Finance
kusunoki-samurai,kusunoki,Kusunoki Samurai
kuswap,kus,KuSwap
kuverit,kuv,Kuverit
kwiktrust,ktx,KwikTrust
kyanite,kyan,Kyanite
kyberdyne,kbd,Kyberdyne
kyber-network,kncl,Kyber Network Crystal Legacy
kyber-network-crystal,knc,Kyber Network Crystal
kyccoin,kycc,KYCCOIN
kylin-network,kyl,Kylin Network
kyoko,kyoko,Kyoko
kyrrex,krrx,Kyrrex
kyte-one,kte,Kyte.One
kyve-network,kyve,Kyve Network
kzcash,kzc,Kzcash
l2pad,l2pad,L2PAD
label-foundation,lbl,LABEL Foundation
labracoin,labra,LabraCoin
labs-group,labs,LABS Group
la-casa-de-papel,lcdp,La Casa De Papel
laconic-network-token,lnt,Laconic Network
lacucina,lac,LaCucina
laddercaster,lada,LadderCaster
la-doge-de-papel,lddp,La Doge de Papel
ladyminers,yttrium,Ladyminers
lady-uni,luni,Lady Uni
ladz,ladz,LADZ
laeeb,laeeb,LaEeb
laikacoin,laika,LaikaCoin
lambda,lamb,Lambda
lambo,lambo,Lambo
lamden,tau,Lamden
lanacoin,lana,LanaCoin
lanceria,lanc,Lanceria
landboard,land,Landboard
landshare,land,Landshare
landverse,lvmh,Landverse
landworld,lwd,Landworld
la-peseta,pta,La Peseta
lapislazuli,lilli,Lapislazuli
laqira-protocol,lqr,Laqira Protocol
largo-coin,lrg,Largo Coin
larix,larix,Larix
laro,lrc,Laro
lasereyes,lsr,LaserEyes
laser-eyes,lasereyes,Laser Eyes
lassocoin,lasso,LassoCoin
last-survivor,lsc,Last Survivor
latamcash,lmch,Latamcash
latiumx,latx,LatiumX
latoken,la,LA
latteswap,latte,LatteSwap
lattice-token,ltx,Lattice
launchblock,lbp,LaunchBlock
launchmynft,mynft,LaunchMyNFT
launchpool,lpool,Launchpool
launchwall,wall,LaunchWall
launchzone,lz,LaunchZone
laurus-coin,lscn,Laurus Coin
lavacake-finance,lava,LavaCake Finance
lavaswap,lava,Lavaswap
lavax-labs,lavax,LavaX Labs
law,law,LAW
law-blocks,lbt,Law Blocks
law-token,law,Law Token
layer2dao,l2dao,Layer2DAO
lazio-fan-token,lazio,Lazio Fan Token
lazydoge,lazydoge,LazyDoge
lazy-horse-race-club,lhrc,Lazy Horse Race Club
lazymint,lazy,LazyMint
lazy-shiba,lazyshiba,Lazy Shiba
lbk,lbk,LBK
lbry-credits,lbc,LBRY Credits
lcg,lcg,LCG
lcms,lcms,LCMS
lcx,lcx,LCX
lead-token,lead,Lead
leafcoin,leaf,Leafcoin
leaguedao-governance-token,leag,LeagueDAO Governance
league-of-ancients,loa,League of Ancients
league-of-empires,loe,League of Empires
league-of-kingdoms,loka,League of Kingdoms
league-of-zodiacs,loz,League of Zodiacs
lean,lean,Lean
lean-management-token,lean,Lean Management
leapableio,lea,LeapableIO
learning-cash,ead,Learning Cash
learning-star,lstar,Learning Star
leasehold,lsh,Leasehold
leash,leash,Doge Killer
le-caliente,lecliente,LE CALIENTE
ledgerscore,led,LedgerScore
ledgis,led,Ledgis
ledgity,lty,Ledgity
leeds-united-fan-token,lufc,Leeds United Fan Token
leek-token,leek,Leek
legacy-ichi,ichi,Legacy ICHI
legal-block,lbk,Legal Block
legendaryum,lgnd,Legendaryum
legend-of-fantasy-war,lfw,Legend of Fantasy War
legends-of-mitra,mita,Legends of Mitra
legends-room,more,More Coin
legia-warsaw-fan-token,leg,Legia Warsaw Fan Token
legiodao,lgo,LegioDAO
legion-network,lgx,Legion Network
lego-coin,lego,Lego Coin
legolas-exchange,lgo,LGO
leisuremeta,lm,LeisureMeta
leisurepay,lpy,LeisurePay
lemochain,lemo,LemoChain
lemon-bet,lbet,Lemon Bet
lemonchain,lemc,LemonChain
lemond,lemd,Lemond
lemonn-token,lmn,Lemonn
lemon-token,lemn,Crypto Lemon
lenda,lenda,Lenda
lendefi,ldfi,Lendefi
lend-flare-dao-token,lft,Lend Flare Dao
lendhub,lhb,Lendhub
lendingblock,lnd,Lendingblock
lendroid-support-token,lst,Lendroid Support
leo,leo,Leo
leonicorn-swap,leos,Leonicorn Swap
leonidas,leo,Leonidas
leonidas-token,leonidas,Leonidas Token
leon-token,leon,Leonicorn LEON
leopard,leopard,Leopard
leo-token,leo,LEO Token
lepasa,lepa,Lepasa
leprechaun-finance,lep,Leprechaun Finance
lepricon,l3p,Lepricon
leslar-metaverse,llverse,LESLAR Metaverse
less-network,less,Less Network
letcoinshop,lcs,LetCoinShop
lethean,lthn,Lethean
letitride,lir,LetItRide
lets-go-brandon,letsgo,Lets Go Brandon
lets-go-farming,lgf,Let's Go Farming
levante-ud-fan-token,lev,Levante U.D. Fan Token
levelapp,lvl,LevelApp
levelg,levelg,LEVELG
levelup-gaming,lvlup,LevelUp Gaming
leven,leven,Leven
lever,lever,LeverFi
leverj-gluon,l2,Leverj Gluon
lever-network,lev,Lever Network
levin,levin,Levin
levolution,levl,Levolution
lexit-2,lexi,LEXIT
lgcy-network,lgcy,LGCY Network
lhcoin,lhcoin,LHCoin
libartysharetoken,lst,Libartyshare
libcoin,lib,Libcoin
libera-financial,libera,Libera Financial
liber-coin,lbr,LIBER COIN
libero-financial,libero,Libero Financial
libertas-token,libertas,LIBERTAS
libfx,libfx,Libfx
libonomy,lby,Libonomy
libra-credit,lba,Libra Credit
libre-defi,libre,Libre DeFi
librefreelencer,libref,LibreFreelencer
librium-tech,lib,Librium Tech
lichang,lc,Lichang
lido-dao,ldo,Lido DAO
lido-dao-wormhole,ldo,Lido DAO (Wormhole)
lido-staked-ether-wormhole,steth,Lido Staked Ether (Wormhole)
lido-staked-matic,stmatic,Lido Staked Matic
lido-staked-sol,stsol,Lido Staked SOL
lien,lien,Lien
lif3,lif3,LIF3
lif3-lshare,lshare,LIF3 LSHARE
lifebird,lifebird,LIFEBIRD
life-coin,lfc,Life Coin
life-crypto,life,Life Crypto
life-dao,lf,Life DAO
lifetime,lft,Lifetime
lifetise,life,Lifetise
life-token-v2,ltnv2,Life v2
lifinity,lfnty,Lifinity
lightbeam-courier-coin,lbcc,Lightbeam Courier Coin
lightcoin,lhc,Lightcoin
light-defi,light,Light Defi
lightening-cash,lic,Lightening Cash
lightforge,ltfg,Lightforge
lightning-bitcoin,lbtc,Lightning Bitcoin
lightningcoin,lc,LightningCoin
lightning-protocol,light,Lightning Protocol
lightstreams,pht,Lightstreams Photon
light-year,lc,Light Year
lightyears,year,Lightyears
likecoin,like,LikeCoin
lil-doge-floki-token,ldf,Lil Doge Floki LDF
lil-floki,lilfloki,Lil Floki
lilflokiceo,lilflokiceo,LilFlokiCeo
lilith-swap,llth,Lilith Swap
lillion,lil,Lillion
lilly-finance,ly,Lilly Finance
limbo-token,lnfs,Limbo
limcore,limc,LimCore
limestone-network,limex,Limestone Network
limited-euro,leur,Limited Euro
limited-usd,lusd,Limited USD
limitswap,limit,LimitSwap
limocoin-swap,lmcswap,Limocoin Swap
lina,lina,LINA
linda,mrx,Metrix Coin
linear,lina,Linear
linear-protocol,linear,LiNEAR Protocol
linfinity,lfc,Linfinity
linix,lnx,LNX Protocol
link,ln,LINK
linka,linka,LINKA
linkart,lar,LinkArt
linkcoin-token,lkn,LinkCoin
linker-coin,lnc,Linker Coin
linkeye,let,Linkeye
linkka,ika,Linkka
link-machine-learning,lml,Link Machine Learning
linkpool,lpl,LinkPool
links,links,Links
linksync,sync,LinkSync
linspirit,linspirit,linSpirit
lion-scrub-finance,lion,Lion Scrub Finance
lion-token,lion,Lion
liq-protocol,liq,LIQ Protocol
liquidator-dao,liquidator,Liquidator DAO
liquid-collectibles,lico,Liquid Collectibles
liquid-crowdloan-dot,lcdot,Liquid Crowdloan DOT
liquiddriver,lqdr,LiquidDriver
liquidifty,lqt,Liquidifty
liquidify,lat,Liquidify
liquidity-network,lqd,Liquidity Network
liquid-ksm,lksm,Liquid KSM
liquid-staking-dot,ldot,Liquid Staking Dot
liquidswap,lqd,LiquidSwap
liquidus,liq,Liquidus
liquity,lqty,Liquity
liquity-usd,lusd,Liquity USD
liqwid-finance,lq,Liqwid Finance
lisk,lsk,Lisk
listen-to-earn,lte,Listen To Earn
lit,lit,LIT
litebar,ltb,LiteBar
litebitcoin,lbtc,LiteBitcoin
litecash,cash,Litecash
litecoin,ltc,Litecoin
litecoin-bep2,ltcb,Litecoin BEP2
litecoin-cash,lcc,Litecoin Cash
litecoin-finance,ltfn,Litecoin Finance
litecoin-plus,lcp,Litecoin Plus
litecoin-sv,lsv,Litecoin SV
litecoin-token,ltk,Litecoin LTK
litecoin-ultra,ltcu,LiteCoin Ultra
litecoinz,ltz,LitecoinZ
litedex,ldx,Litedex
litedoge,ldoge,LiteDoge
litegold,ltg,LiteGold
litentry,lit,Litentry
liteusd,lite,LiteUSD
litex,lxt,LITEX
lith,lithx,Lith
litherium,lith,Litherium
lithium-2,lithium,Lithium
lithium-finance,lith,Lithium Finance
lithium-ventures,ions,Lithium Ventures
lithosphere,litho,Lithosphere
lith-token,lith,Lith [OLD]
lition,lit,Lition
little-angry-bunny-v2,lab-v2,Little Angry Bunny v2
little-bunny-rocket,lbr,Little Bunny Rocket
littleghosts-ectoplasm,ecto,LittleGhosts Ectoplasm
littleinu,linu,LittleInu
little-rabbit,ltrbt,Little Rabbit
littlesesame,lsc,Littlesesame
little-tsuki-inu,liltk,Little Tsuki Inu
little-ugly-duck,lud,Little Ugly Duck
lituni,lito,Lituni
live-nft,livenft,Live NFT
livenodes,lno,Livenodes
livenpay,lvn,LivenPay
livepeer,lpt,Livepeer
live-swap-coin,lsc,Live Swap Coin
livetrade-token,ltd,LiveTrade
lixir-protocol,lix,Lixir Finance
lizard-token,lizard,Lizard
lizardtoken-finance,liz,LizardToken.Finance
llamaswap,lama,LlamaSwap
llamaverse,spit,Llamaverse
lmu,lmu,LMU
lnko-token,lnko,LNKO
loa-protocol,loa,LOA Protocol
lobby,lby,Lobby
lobis,lobi,Lobis
lobstex-coin,lobs,Lobstex
localcoinswap,lcs,LocalCoinSwap
local-terra,local,Local Terra
localtrade,ltt,LocalTrade
locgame,locg,LOCGame
lockchain,loc,LockTrip
lockness,lkn,Lockness
locometa,loco,LocoMeta
locus-chain,locus,Locus Chain
lofi-defi,lofi,Lofi Defi
logitron,ltr,LogiTron
logosunaux,logos,Logosunaux
loki-network,oxen,Oxen
lokr,lkr,Lokr
lol,lol,LOL
loltoken,lol,LOLTOKEN
londex-2,ldx,Londex
londoncoingold,ldxg,LondonCoinGold
london-vault-nftx,london,LONDON Vault (NFTX)
lonelyfans,lof,LonelyFans
longdrink-finance,long,Longdrink Finance
lookscoin,look,LooksCoin
looksrare,looks,LooksRare
looks-rare,lr,Looks Rare
loomi,loomi,Loomi
loom-network,loomold,Loom Network (OLD)
loom-network-new,loom,Loom Network (NEW)
loon-network,loon,Loon Network
loopnetwork,loop,LoopNetwork
loopring,lrc,Loopring
loopringcoin-v2-wormhole,lrc,LoopringCoin V2 (Wormhole)
loopstarter,loops,LOOPStarter
loopswap,lswap,LoopSwap
loop-x-network,loop,Loop X Network
loot,loot,Lootex
loot-dollar,lootdollar,Loot Dollar
loot-token,loot,Loot
lord-arena,lorda,Lord Arena
lorde-edge,edgelon,Lorde Edge
lords,lords,LORDS
lordtoken,ltt,LordToken
loserchick-egg,egg,LoserChick EGG
loser-coin,lowb,Loser Coin
lossless,lss,Lossless
lost-world,lost,Lost World
lotoblock,loto,Lotoblock
lotto,lotto,Lotto
lot-trade,lott,LOT.TRADE
lotus-capital,lc,Lotus Capital
loud-market,loud,Loud Market
louverture,lvt,Louverture V2
louvre-finance,louvre,Louvre Finance
lovechain,lov,LoveChain
lovelace-world,lace,Lovelace World
lovely-inu-finance,lovely,Lovely Inu finance
lovepot-token,love,LovePot
love-protocol,love,Love Protocol
lox-network,lox,Lox Network
lp-3pool-curve,3crv,LP 3pool Curve
l-pesa,lpk,Kripton
lpi-dao,lpi,LPI DAO
lp-renbtc-curve,renbtccurve,LP renBTC Curve
lp-scurve,scurve,LP-sCurve
lto-network,lto,LTO Network
ltradex,ltex,Ltradex
luart,luart,Luart
lua-token,lua,LuaSwap
luatoken-wormhole,lua,LuaToken (Wormhole)
luca,luca,LUCA
lucent,lcnt,Lucent
lucha,lucha,Lucha
lucidao,lcd,Lucidao
lucid-lands,llg,Lucid Lands
lucis,lucis,Lucis
luck2earn,luck,Luck2Earn
luckchain,bash,LuckChain
luckstar,lst,Luckstar
lucky-2,lucky,LUCKY
lucky777,777,Lucky777
lucky-block,lblock,Lucky Block
luckychip,lc,LuckyChip
luckydoge,luckydoge,LuckyDoge
lucky-lion,lucky,Lucky Lion
lucky-metaverse,lmeta,Lucky Metaverse
luckypig,luckypig,LuckyPig
lucky-property-development-invest,lpdi,Lucky Property Development Invest
lucky-shinu,lushi,Lucky Shinu
luckytoken,lkt,LuckyToken
lucky-unicorn-token,l99,Lucky Unicorn
lucretius,luc,Lucretius
lucy,lucy,LUCY
ludena-protocol,ldn,Ludena Protocol
ludos,lud,Ludos Protocol
luffy-inu,luffy,Luffy
lukso-token,lyxe,LUKSO
lulz,lulz,LULZ
lumenswap,lsp,Lumenswap
lumerin,lmr,Lumerin
lumi-credits,lumi,LUMI Credits
luminos-mining-protocol,lumi,Luminos Mining Protocol
lum-network,lum,Lum Network
lumos-metaverse,lumosx,Lumos Metaverse
luna-1x,luna1x,LUNA 1x
lunachow,luchow,LunaChow
lunadoge,loge,LunaDoge
lunafi,lfi,Lunafi
luna-inu,linu,Luna Inu
lunaland,lln,LunaLand
luna-pad,lunapad,Luna-Pad
lunar,lnr,Lunar
lunarbrain,lun,LunarBrain
lunar-flare,lfg,Lunar Flare
lunarswap,lunar,LunarSwap
lunart,arts,LunArt
lunar-token,lunar,PolarisFinance Lunar
luna-rush,lus,Luna Rush
lunaverse,luv,Lunaverse
luna-wormhole,lunc,Terra Classic (Wormhole)
lunchdao,lunch,LunchDAO
lunch-money,lmy,Lunch Money
lunes,lunes,Lunes
lung-protocol,l2p,Lung Protocol
lunr-token,lunr,Lunr
lunyr,lun,Lunyr
lusd,lusd,LUSD
luto-cash,luto,Luto Cash
lux-bio-exchange-coin,lbxc,LUX BIO EXCHANGE COIN
luxcoin,lux,LUXCoin
luxeracing,luxe,LuxeRacing
luxfi,lxf,LuxFi
luxo,luxo,Luxo
luxor,lux,Luxor
luxtto,lxto,LuxTTO
luxurious-pro-network-token,lpnt,Luxurious Pro Network
luxy,luxy,Luxy
luyuka,lyk,Luyuka
luzion-protocol,lzn,Luzion Protocol
lydia-finance,lyd,Lydia Finance
lyfe,lyfe,Lyfe
lyfe-gold,lgold,Lyfe Gold
lyfe-land,lland,Lyfe Land
lyfe-silver,lsilver,Lyfe Silver
lympo,lym,Lympo
lympo-market-token,lmt,Lympo Market
lynkey,lynk,LynKey
lynx,lynx,Lynx
lyocredit,lyo,LYO Credit
lyptus-token,lyptus,Lyptus
lyra,lyr,Lyra
lyra-finance,lyra,Lyra Finance
lys-capital,lys,LYS Capital
lzp,lzp,LZP
m2,m2,M2
m7v2,m7v2,M7V2
macaronswap,mcrn,MacaronSwap
machinecoin,mac,Machinecoin
machix,mcx,Machi X
madagascar-token,$time,Madagascar
mad-bucks,mad,MAD Bucks
mad-meerkat-etf,metf,Mad Meerkat ETF
mad-meerkat-optimizer,mmo,Mad Meerkat Optimizer
mad-network,mad,MADNetwork
mad-usd,musd,Mad USD
mad-viking-games,mvg,Mad Viking Games
madworld,umad,MADworld
maecenas,art,Maecenas
mafacoin,mafa,MafaCoin
magic,magic,Magic
magic-beasties,bsts,Magic Beasties
magic-birds-token,mbt,Magic Birds
magic-bnb,mbnb,MAGIC BNB
magicbox,mbt,MagicBox
magiccraft,mcrt,MagicCraft
magic-cube,mcc,Magic Cube Coin
magic-cube-finance,mast,Magic Cube Finance
magicdoge,magicdoge,MagicDOGE
magic-eggs,maga,Magic Eggs
magic-elpis-gem,meg,Magic Elpis Gem
magic-ethereum-money,mem,Magic Ethereum Money
magic-forest,magf,Magic Forest
magic-internet-money,mim,Magic Internet Money
magic-internet-money-wormhole,mimet,Magic Internet Money (Wormhole)
magic-inu,magic,Magic Inu
magick-dao,magick,Magick DAO
magic-metaverse,mac,Magic Metaverse
magicofgold,magic,MagicofGold
magic-of-universe,mgc,Magic of Universe
magic-power,mgp,Magic Power
magic-square,sqr,Magic Square
magic-token,magic,MagicLand
magik,magik,Magik
magnachain,mgc,Magnachain
magnet-dao,mag,Magnet DAO
magnetgold,mtg,MagnetGold
magpiecoin,mgpc,MagpieCoin
magus-nodes,magus,Magus Nodes
mahadao,maha,MahaDAO
mahadevcoin,mhdc,MahaDevCoiN
maia,maia,Maia
maiar-dex,mex,Maiar DEX
maidcoin,$maid,MaidCoin
maidsafecoin,emaid,MaidSafeCoin
main,main,Main
maincoin,mnc,MainCoin
mainframe,mft,Hifi Finance
mainstream-for-the-underground,mftu,Mainstream For The Underground
maison-capital,msn,Maison Capital
major-protocol,mjr,Major Protocol
maker,mkr,Maker
makes,mks,Makes
makiswap,maki,MakiSwap
makk,makk,Makk
malinka,mlnk,Malinka
malt-stablecoin-v2,malt,Malt Stablecoin V2
mama-dao,mama,Mama DAO
mamadoge,mamadoge,MamaDoge
mamaverse,coinmama,MamaVerse
mammoth-mmt,mmt,Mammoth MMT
manager-pro,mpro,Manager PRO
manarium,ari,Manarium
manateecoin,mtc,ManateeCoin
manchester-city-fan-token,city,Manchester City Fan Token
mancium,manc,Mancium
mandala-2,mndl,Mandala
mandala-exchange-token,mdx,Mandala Exchange
mandi-token,mandi,Mandi
mandox-2,mandox,MandoX
maneki-neko,neki,Maneki-neko
mangamon,man,MangaMon
manga-token,$manga,Manga
mangochain,mgp,MangoChain
mango-markets,mngo,Mango
manifold-finance,fold,Manifold Finance
manna,manna,Manna
mantis-network,mntis,Mantis Network
mantra-dao,om,MANTRA DAO
manufactory-2,mnft,ManuFactory
manyswap,many,Manyswap
many-worlds,many,Many Worlds
mao-zedong,mao,Mao Zedong
mapcoin,mapc,MapCoin
maple,mpl,Maple
mapmetrics,mmaps,MapMetrics
maps,maps,MAPS
mapt-coin,xmp,Mapt.Coin
marble,$marble,Marble Dao
marbledao-block,block,MarbleDao Block
marble-heroes,mbh,Marble Heroes
marblex,mbx,Marblex
marcopolo,map,MAP Protocol
margarita,margarita,Margarita
marginswap,mfi,Marginswap
marhabadefi,mrhb,MarhabaDeFi
marinade,mnde,Marinade
marinade-staked-sol-wormhole,msol,Marinade staked SOL (Wormhole)
mariofloki,mrfloki,MarioFloki
markaccy,mkcy,Markaccy
market-ledger,ml,Market Ledger
market-making-pro,mmpro,Market Making Pro
marketmove,move,MarketMove
market-neutral-yield-eth,mnye,Market Neutral Yield ETH
marketpeak,peak,PEAKDEFI
markhor-meta,mm,Markhor Meta
markmeta,mmt,MarkMeta
marlin,pond,Marlin
marmaj,marmaj,Marmaj
mar-network,mars,Mars Network
marnotaur,taur,Marnotaur
mars,mars,Mars
mars4,mars4,MARS4
marscoin,mars,Marscoin
marscolony,clny,MarsColony
marsdao,mdao,MarsDAO
mars-doge,marsdoge,Mars Doge
mars-dogecoin,mdc,Mars DogeCoin
mars-ecosystem-token,xms,Mars Ecosystem
mars-floki-inu,floki,Mars Floki Inu
marshal-lion-group-coin,mlgc,Marshal Lion Group Coin
marshall-rogan-inu,mri,Marshall Inu
marshmellowdefi,mash,MarshmallowDeFi
mars-inu,marsinu,Mars Inu
mars-panda-world,mpt,Mars Panda World
mars-protocol,mars,Mars Protocol
marsrise,marsrise,MarsRise
mars-space-x,mpx,Mars Space X
marsupilamii,mars,Marsupilamii
marsx,mx,MarsX
martexcoin,mxt,MarteXcoin
martiandoge,martiandoge,MartianDoge
martin-shkreli-inu,msi,Martin Shkreli Inu
martkist,martk,Martkist
marvelous-nfts,mnft,Marvelous NFTs
marvininu,marvin,MarvinInu
marvin-inu,marvin,Marvin Inu
marx,marx,MarX
marxcoin,marx,MarxCoin
masari,msr,Masari
maskdoge,md3,MaskDogeV3
mask-network,mask,Mask Network
mask-vault-nftx,mask,MASK Vault (NFTX)
masq,masq,MASQ
mass,mass,MASS
massive-protocol,mav,Massive Protocol
mass-vehicle-ledger,mvl,MVL
master-contract-token,mct,Master Contract
masternodesme,mnme,MasterNodesME
masterwin,mw,MasterWin
mata,mata,Mata
matador-token,mtdr,Matador
matchpool,gup,Guppy
mate,mate,Mate
material,mtrl,Material
materium,mtrm,Materium
math,math,MATH
math-token-wormhole,math,MATH Token (Wormhole)
matic-aave-usdc,mausdc,Matic Aave Interest Bearing USDC
matic-aave-weth,maweth,Matic Aave Interest Bearing WETH
matic-dai-stablecoin,dai-matic,Matic DAI Stablecoin
maticlaunch,mtcl,MaticLaunch
matic-launchpad,maticpad,Matic Launchpad
matic-network,matic,Polygon
maticpad,matpad,MaticPad
maticverse,mverse,MaticVerse
matic-wormhole,maticpo,MATIC (Wormhole)
matic-wormhole-from-ethereum,maticet,Matic (Wormhole from Ethereum)
matrexcoin,mac,Matrexcoin
matrix-2,mtix,Matrix
matrix-ai-network,man,Matrix AI Network
matrixcoin,mc,MatrixCoin
matrixetf,mdf,MatrixETF
matrix-protocol,mtx,Matrix Protocol
matrix-solana-index,msi,Matrix Solana Index
matrixswap,matrix,Matrix Labs
matryx,mtx,MATRYX
mavaverse-token,mvx,Mavaverse
maxcoin,max,Maxcoin
maxgoat,maxgoat,MaxGoat
maximizer,maxi,Maximizer
maximus,maxi,Maximus
maximus-dao,maxi,Maximus DAO
maxonrow,mxw,Maxonrow
max-property-group,mcf,Max Crowdfund
max-revive,maxr,Max Revive
max-token,max,MAX
maya-preferred-223,mayp,Maya Preferred
maza,mzc,Maza
mbd-financials,mbd,MBD Financials
mbitbooks,mbit,MBitBooks
mcdex,mcb,MCDEX
mcdoge,mcdoge,McDoge
mcelo,mcelo,mCELO
mceur,mceur,mcEUR
mcfinance,mcf,MCFinance
mchain,mar,Mchain
mch-coin,mchc,MCH Coin
mci-coin,cyclub,Cyclub
mcity,mct,Mcity
mcn-ventures,mcn,MCN Ventures
mcobit,mct,Mcobit
mcoin1,mcoin,mCoin
mcontent,mcontent,MContent
mcpepe,mcpepe,MCPEPE
mcs-token,mcs,MCS
mdex,mdx,Mdex
mdsquare,tmed,MDsquare
mdtoken,mdtk,MDT
mdu,mdu,MDUKEY
mead,mead,Mead
meals,meals,MEALS
meanfi,mean,Meanfi
mean-tamato,meantamato,Mean Tamato
measurable-data-token,mdt,Measurable Data
meblox-protocol,meb,Meblox Protocol
mechachain,$mecha,MechaChain
mecha-morphing,mape,Mecha Morphing
mechashiba,mec,MechaShiba
mecha-tracker,mecha,Mecha Tracker
mech-master,mech,Mech Master
meconcash,mch,Meconcash
mecro-coin,mec,Mecro Coin
medacoin,meda,Medacoin
medamon,mon,Medamon
medano,mdo,Medano
medcarecoin,mcc,MedCareCoin
media-eye,eye,MeDIA eYe
media-licensing-token,mlt,Media Licensing
media-network,media,Media Network
medibit,medibit,MEDIBIT
medibloc,med,Medibloc
medicalchain,mtn,Medicalchain
medical-token-currency,mtc,Doc.com
medicalveda,mveda,MedicalVeda
